# We gratefully acknowledge the following Authors from the Originating laboratories responsible for obtaining the specimens, as well as the Submitting laboratories where the genome data were generated and shared via GISAID, on which this research is based.
# All Submitters of data may be contacted directly via www.gisaid.org
Accession ID	Virus Name	Location	Collection Date	Originating Laboratory	Submitting Laboratory	Authors
EPI_ISL_418270	Belgium/JL-03044/2020	Europe / Belgium / Antwerpen / 	2020-03-04	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Tony Wawina et al
EPI_ISL_411950	Jiangsu/JS01/2020	Asia / China / Jiangsu / 	2020-01-23	NHC Key laboratory of Enteric Pathogenic Microbiology, Institute of Pathogenic Microbiology	Jiangsu Provincial Center for Disease Control & Prevention	Lunbiao Cui et al
EPI_ISL_479842	Japan/PG-0099/2020	Asia / Japan / Hokkaido / 	2020-03-08	Sapporo City Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_491437	CostaRica/INC-0025/2020	North America / Costa Rica / San Jose / Escazu	2020-03-07	Area de Salud Escazu (Coopesana)	Inciensa, Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud	Francisco Duarte et al
EPI_ISL_413618	USA/CruiseA-13/2020	North America / USA / Diamond Princess / 	2020-02-20	unknown	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Clinton R. Paden et al
EPI_ISL_428473	Guangdong/20SF758/2020	Asia / China / Guangdong / Zhuhai	2020-01-27	Guangdong Provincial Center for Diseases Control and Prevention;Guangdong Provincial Institute of Public Health	School of Public Health, The University of Hong Kong	Bosheng Li et al
EPI_ISL_419230	Spain/AN-ISCIII-201617/2020	Europe / Spain / Andalusia / 	2020-03-05	Hospital Universitario Virgen de las Nieves	Instituto de Salud Carlos III	Iglesias-Caballero et al
EPI_ISL_489999	SaudiArabia/518/2020	Asia / Saudi Arabia / Saudi Arabia / 	2020-02-10	King Fahad Medical City	King Fahad Medical City	Alosaimi et al
EPI_ISL_493163	Wuhan/0125-A174/2020	Asia / China / Hubei / Wuhan	2020-01-25	National Virus Resource Center, Chinese Academy of Sciences, Wuhan 430071, China	Computational Virology Group, Center for Bacteria and Viruses Resources and Bioinformation, Wuhan Institute of Virology, Chinese Academy of Sciences，Wuhan 430071, China	Jianjun Chen et al
EPI_ISL_525577	USA/NY-Wadsworth-10715-01/2020	North America / USA / New York / 	2020-03-05	Wadsworth Center, New York State Department of Health	Wadsworth Center, New York State Department of Health	Kirsten St. George et al
EPI_ISL_417423	Italy/FVG-ICGEB-S9/2020	Europe / Italy / Friuli Venezia Giulia / 	2020-03-01	Laboratory of Molecular Virology International Center for Genetic Engineering and Biotechnology (ICGEB)	ARGO Open Lab Platform for Genome sequencing	Licastro D et al
EPI_ISL_454462	Sweden/20-08090/2020	Europe / Sweden / Stockholm / 	2020-03-05	Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_417139	USA/WA-S86/2020	North America / USA / Washington / King County	2020-03-01	Washington State Department of Health	Seattle Flu Study	Chu etl al et al
EPI_ISL_421248	Nanchang/JX39/2020	Asia / China / Jiangxi / Nanchang	2020-01-23	Jiangxi Province Center for Disease Control and Prevention	Jiangxi Province Center for Disease Control and Prevention	JianXiong Li et al
EPI_ISL_417129	USA/WA-S76/2020	North America / USA / Washington / King County	2020-03-05	Washington State Department of Health	Seattle Flu Study	Chu etl al et al
EPI_ISL_506956	SouthKorea/KCDC2162/2020	Asia / South Korea / South Korea / 	2020-03-08	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al
EPI_ISL_420351	Belgium/VMC-030695/2020	Europe / Belgium / Gent / 	2020-03-06	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras et al
EPI_ISL_452363	Beijing/DT-WH04/2020	Asia / China / Beijing / 	2020-01-31	Laboratory of Infectious Diseases Center of Beijing Ditan Hospital	Laboratory of Infectious Diseases Center of Beijing Ditan Hospital	Siyuan Yang et al
EPI_ISL_481372	SouthKorea/KCDC2052/2020	Asia / South Korea / South Korea / 	2020-02-21	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al
EPI_ISL_437994	Austria/CeMM0146/2020	Europe / Austria / Vienna / 	2020-02-28	Center for Virology, Medical University of Vienna	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Alexandra Popa et al
EPI_ISL_464444	England/201080053/2020	Europe / United Kingdom / England / 	2020-03-06	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	PHE Covid Sequencing Team et al
EPI_ISL_450405	HongKong/VM2003179/2020	Asia / Hong Kong / Hong Kong / 	2020-03-08	unknown	School of Public Health, The University of Hong Kong	Sit et al
EPI_ISL_413573	Netherlands/Hardinxveld_Giessendam_1364806/2020	Europe / Netherlands / South Holland / Hardinxveld Giessendam	2020-03-02	Dienst Gezondheid & Jeugd Zuid-Holland Zuid	Erasmus Medical Center	David Nieuwenhuijse et al
EPI_ISL_438017	Austria/CeMM0172/2020	Europe / Austria / Vienna / 	2020-03-07	Center for Virology, Medical University of Vienna	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Alexandra Popa et al
EPI_ISL_424903	USA/SC_3570/2020	North America / USA / South Carolina / 	2020-03-07	SC Dept of Health and Env. Control-Bureau of Laboratories	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao et al
EPI_ISL_424918	USA/MA_3626/2020	North America / USA / Massachusetts / 	2020-03-06	MA State Public Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao et al
EPI_ISL_413925	USA/CA-CDPH-UC7/2020	North America / USA / Grand Princess / Grand Princess Cruise Ship	2020-03-05	California Department of Public Health	Chiu Laboratory, University of California, San Francisco	Xianding Deng et al
EPI_ISL_500085	England/LIVE-A4D52/2020	Europe / United Kingdom / England / 	2020-03-02	Liverpool Clinical Laboratories	COVID-19 Genomics UK (COG-UK) Consortium	Sam Haldenby et al
EPI_ISL_414019	Switzerland/GE-SNRCI-29943121/2020	Europe / Switzerland / Geneva / 	2020-02-27	Laboratoire de Virologie, HUG	Swiss National Reference Centre for Influenza	LAUBSCHER Florian et al. et al
EPI_ISL_460084	Italy/LOM-INMI-BS-12256/2020	Europe / Italy / Lombardy / 	2020-02-29	Molecular Virology Unit, Fondazione IRCCS Policlinico San Matteo , Pavia	Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS	Fausto Baldanti et al
EPI_ISL_425796	Scotland/CVR65/2020	Europe / United Kingdom / Scotland / 	2020-03-06	West of Scotland Specialist Virology Centre, NHSGGC / MRC-University of Glasgow Centre for Virus Research	COVID-19 Genomics UK (COG-UK) Consortium	Ana da Silva Filipe et al
EPI_ISL_410045	USA/IL2/2020	North America / USA / Illinois / 	2020-01-28	IL Department of Public Health Chicago Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Yan Li et al
EPI_ISL_417240	England/20106004803/2020	Europe / United Kingdom / England / 	2020-03-03	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
EPI_ISL_416751	France/Clermont-Ferrand_651/2020	Europe / France / Auvergne-Rhône-Alpes / 	2020-03-05	CHU Gabriel Montpied	CNR Virus des Infections Respiratoires - France SUD	Bal et al
EPI_ISL_464480	England/20108125404/2020	Europe / United Kingdom / England / 	2020-03-05	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	PHE Covid Sequencing Team et al
EPI_ISL_414008	England/200960041/2020	Europe / United Kingdom / England / 	2020-02-27	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
EPI_ISL_418442	Hangzhou/HZ49/2020	Asia / China / Zhejiang / Hangzhou	2020-01-21	Hangzhou Center for Disease Control and Prevention	Inspection Center of Hangzhou Center for Disease Control and Prevention	Yu hua et al
EPI_ISL_506952	SouthKorea/KCDC2158/2020	Asia / South Korea / South Korea / 	2020-02-28	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al
EPI_ISL_424859	USA/GA_1847/2020	North America / USA / Georgia / 	2020-03-05	GA Department of Public Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Yan Li et al
EPI_ISL_417082	USA/WA-S29/2020	North America / USA / Washington / Grant County WA	2020-03-02	Washington State Department of Health	Seattle Flu Study	Chu etl al et al
EPI_ISL_454915	Wuhan/HB-WH1-138/2020	Asia / China / Hubei / Wuhan	2020-02-24	Wuhan Chain Medical Labs (CMLabs)	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_420327	Belgium/HL-030771/2020	Europe / Belgium / Hasselt / Zonhoven	2020-03-07	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras et al
EPI_ISL_402132	Wuhan/HBCDC-HB-01/2019	Asia / China / Hubei / Wuhan	2019-12-30	Wuhan Jinyintan Hospital	Hubei Provincial Center for Disease Control and Prevention	Bin Fang et al
EPI_ISL_415459	Switzerland/GE-HUG-VD0503/2020	Europe / Switzerland / Vaud / 	2020-02-29	University Hospitals of Geneva Laboratory of Virology	University Hospitals of Geneva Laboratory of Virology	Laubscher F. et al
EPI_ISL_480059	Japan/PG-0390/2020	Asia / Japan / Chubu / 	2020-03-05	Nagoya City Public Health Research Institute	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_451388	Sichuan/SC-WCH4-286/2020	Asia / China / Sichuan / 	2020-02-10	West China Hospital of Sichuan University	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_419237	Spain/MD-ISCIII-201738/2020	Europe / Spain / Madrid / 	2020-03-07	Fundacion Jimenez Diaz	Instituto de Salud Carlos III	Iglesias-Caballero et al
EPI_ISL_449478	Wuhan/WHUH003/2020	Asia / China / Hubei / Wuhan	2020-01-22	unknown	Department of Respiratory and Critical Care	Wang et al
EPI_ISL_426038	USA/NY-Wadsworth-11000-01/2020	North America / USA / New York / 	2020-03-05	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al
EPI_ISL_460333	USA/MA-MGH-00428/2020	North America / USA / Massachusetts / 	2020-03-06	Massachusetts General Hospital	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
EPI_ISL_419558	USA/OR_2656/2020	North America / USA / Oregon / 	2020-02-27	OR State PHL-Virology/Immunology Section	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao et al
EPI_ISL_457749	Italy/ABR-IZSGC-484/2020	Europe / Italy / Abruzzo / 	2020-02-27	Department of Infectious Diseases, Istituto Superiore di Sanità, Roma , Italy	Army Medical and Veterinary Research Center	Paola Stefanelli et al
EPI_ISL_417151	USA/WA-S98/2020	North America / USA / Washington / King County	2020-02-29	Washington State Department of Health	Seattle Flu Study	Chu etl al et al
EPI_ISL_417187	HongKong/HKPU29_0102/2020	Asia / Hong Kong / Hong Kong / Hong Kong	2020-02-08	Department of Clinical Pathology, Pamela Youde Nethersole Eastern Hospital	Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University	Kenneth Siu-Sing LEUNG et al
EPI_ISL_524484	Switzerland/SZ-UZH-1000478990/2020	Europe / Switzerland / Schwyz / 	2020-03-03	Hospital Schwyz	Institute of Medical Virology, University of Zurich	Verena Kufner et al
EPI_ISL_426031	USA/NY-Wadsworth-10704-01/2020	North America / USA / New York / 	2020-03-04	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al
EPI_ISL_438007	Austria/CeMM0161/2020	Europe / Austria / Vienna / 	2020-03-05	Center for Virology, Medical University of Vienna	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Alexandra Popa et al
EPI_ISL_413019	Switzerland/ZH-UZH-1000477102/2020	Europe / Switzerland / Zürich / 	2020-02-26	Department of Internal Medicine, Triemli Hospital	Institute of Medical Virology, University of Zurich	Stefan Schmutz et al
EPI_ISL_455320	Spain/AN-ISCIII-201620/2020	Europe / Spain / Andalusia / 	2020-03-05	Hospital Virgen de las Nieves	Instituto de Salud Carlos III	Iglesias-Caballero et al
EPI_ISL_415154	Belgium/BM-03012/2020	Europe / Belgium / Halle-Vilvoorde / Kraainem	2020-03-01	KU Leuven, Clincal and Epidemiological Virology	KU Leuven, Clincal and Epidemiological Virology	Bert Vanmechelen et al
EPI_ISL_418225	France/HF2155/2020	Europe / France / Hauts de France / Compiègne	2020-03-08	Centre Hospitalier Compiègne Laboratoire de Biologie	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert et al
EPI_ISL_421236	Hangzhou/HZCDC0012/2020	Asia / China / Zhejiang / Hangzhou	2020-01-20	Hangzhou Center for Diseases Control and Prevention	Hangzhou Center for Diseases Control and Prevention	Jun Li et al
EPI_ISL_408482	Shandong/IVDC-SD-001/2020	Asia / China / Shandong / Qingdao	2020-01-19	National Institute for Viral Disease Control and Prevention, China CDC	National Institute for Viral Disease Control & Prevention, CCDC	Wenjie Tan et al
EPI_ISL_460082	Italy/LOM-INMI-BG-9209/2020	Europe / Italy / Lombardy / 	2020-02-26	Molecular Virology Unit, Fondazione IRCCS Policlinico San Matteo , Pavia	Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS	Martina Rueca et al
EPI_ISL_414500	England/Sheff01/2020	Europe / United Kingdom / England / Yorkshire	2020-03-04	Virology Department, Sheffield Teaching Hospitals NHS Foundation Trust	Department of Infection, Immunity and Cardiovascular Disease, The Florey Institute, The Medical School, University of Sheffield	Thushan de Silva et al
EPI_ISL_417844	Iceland/36/2020	Europe / Iceland / Reykjavik / 	2020-03-04	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson et al
EPI_ISL_460434	USA/MA-MGH-00439/2020	North America / USA / Massachusetts / 	2020-03-07	Massachusetts General Hospital	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
EPI_ISL_425118	SouthKorea/KCDC2002/2020	Asia / South Korea / South Korea / 	2020-01-30	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al
EPI_ISL_451635	Australia/NSW375/2020	Oceania / Australia / New South Wales / Sydney	2020-03-08	South Eastern Area Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al. et al
EPI_ISL_430135	USA/WA-S281/2020	North America / USA / Washington / King County	2020-02-29	Seattle Flu Study	Seattle Flu Study	Chu et al et al
EPI_ISL_418990	Hangzhou/ZJU-010/2020	Asia / China / Zhejiang / Hangzhou	2020-02-03	State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003	State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003	Hangping Yao et al
